DATE,IRLTLT01USM156N,IRLTLT01DEM156N,IRLTLT01FRM156N,IRLTLT01ITM156N,IRLTLT01GBM156N,IRLTLT01JPM156N,IRLTLT01ESM156N,IRLTLT01PTM156N,IRLTLT01GRM156N
2016-12-01,2.49,0.2519047619047619,0.75,1.886,1.4336,0.04,1.43666666666667,3.74,6.94
2017-01-01,2.43,0.250909090909091,0.86,1.991,1.4203,0.085,1.46631818181818,3.95,7.04
2017-02-01,2.42,0.258,1.03,2.352,1.3058,0.05,1.703,4.04,7.52
2017-03-01,2.48,0.3482608695652169,1.02,2.401,1.194,0.065,1.7175217391304298,3.99,7.17
2017-04-01,2.3,0.225555555555556,0.88,2.257,1.0789,0.015,1.61777777777778,3.77,6.7
2017-05-01,2.3,0.3363636363636359,0.81,2.194,1.1175,0.04,1.56840909090909,3.29,5.86
2017-06-01,2.19,0.25047619047619,0.66,2.053,1.0846,0.075,1.4523181818181798,2.97,5.76
2017-07-01,2.32,0.455714285714286,0.84,2.231,1.2713,0.075,1.59780952380952,3.03,5.33
2017-08-01,2.21,0.3460869565217389,0.71,2.11,1.1241,0.01,1.4848636363636398,2.83,5.55
2017-09-01,2.2,0.3471428571428569,0.7,2.109,1.2436,0.06,1.54128571428571,2.63,5.56
2017-10-01,2.36,0.3725,0.81,2.074,1.3816,0.065,1.61468181818182,2.32,5.59
2017-11-01,2.35,0.308181818181818,0.72,1.789,1.3299,0.035,1.4887727272727298,1.98,5.22
2017-12-01,2.4,0.296842105263158,0.67,1.795,1.2781,0.045,1.44163157894737,1.83,4.44
2018-01-01,2.58,0.4745454545454549,0.85,1.984,1.3931,0.08,1.47386363636364,1.85,3.79
2018-02-01,2.86,0.659,0.98,2.081,1.6034,0.045,1.5178,2.03,4.14
2018-03-01,2.84,0.52952380952381,0.83,1.965,1.508,0.045,1.34961904761905,1.79,4.27
2018-04-01,2.87,0.4799999999999999,0.78,1.773,1.5108,0.05,1.2183,1.66,4.04
2018-05-01,2.98,0.45,0.79,2.18,1.5016,0.03,1.3858181818181798,1.84,4.29
2018-06-01,2.91,0.3271428571428569,0.75,2.744,1.4229,0.03,1.37290476190476,1.87,4.39
2018-07-01,2.89,0.2745454545454549,0.67,2.643,1.3739,0.06,1.31754545454545,1.76,3.88
2018-08-01,2.89,0.2908695652173909,0.7,3.161,1.3991,0.11,1.37239130434783,1.82,4.18
2018-09-01,3.0,0.3705,0.77,2.959,1.5023,0.125,1.4418,1.88,4.17
2018-10-01,3.15,0.399090909090909,0.82,3.469,1.5462,0.13,1.5735652173913,1.96,4.37
2018-11-01,3.12,0.3140909090909089,0.76,3.39,1.4541,0.085,1.58240909090909,1.91,4.42
2018-12-01,2.83,0.187058823529412,0.7,2.975,1.3125,-0.01,1.42621052631579,1.71,4.28
2019-01-01,2.71,0.132727272727273,0.65,2.77,1.3221,0.0,1.37877272727273,1.67,4.21
2019-02-01,2.68,0.0555,0.55,2.812,1.239,-0.015,1.28095,1.55,3.84
2019-03-01,2.57,0.010952380952381,0.44,2.69,1.19,-0.095,1.12685714285714,1.32,3.76
2019-04-01,2.53,-0.0395,0.37,2.6180000000000003,1.1906,-0.045,1.0623,1.18,3.42
2019-05-01,2.4,-0.134545454545455,0.3,2.644,1.13,-0.095,0.879681818181818,1.02,3.37
2019-06-01,2.07,-0.315263157894737,0.08,2.2840000000000003,0.919,-0.165,0.4994,0.59,2.67
2019-07-01,2.06,-0.3882608695652169,-0.07,1.654,0.8304,-0.16,0.3551304347826089,0.44,2.16
2019-08-01,1.63,-0.6490909090909089,-0.34,1.404,0.5776,-0.28,0.1417727272727269,0.17,1.98
2019-09-01,1.7,-0.594761904761905,-0.27,0.902,0.5981,-0.215,0.1833809523809518,0.2,1.5
2019-10-01,1.71,-0.4695454545454549,-0.16,1.004,0.6373,-0.1499999999999999,0.202521739130435,0.19,1.34
2019-11-01,1.81,-0.352380952380952,-0.02,1.266,0.765,-0.08,0.3849523809523809,0.35,1.36
2019-12-01,1.86,-0.2994444444444439,0.04,1.37,0.8308,-0.025,0.4365,0.41,1.42
2020-01-01,1.76,-0.3136363636363639,-0.01,1.275,0.7235,-0.065,0.4188636363636358,0.37,1.34
2020-02-01,1.5,-0.466,-0.18,0.955,0.633,-0.155,0.2742,0.25,1.07
2020-03-01,0.87,-0.5413636363636359,-0.05,1.551,0.4609,0.005,0.509318181818182,0.71,1.97
2020-04-01,0.66,-0.4495,0.06,1.7990000000000002,0.3577,-0.04,0.8216999999999999,0.97,2.05
2020-05-01,0.67,-0.5164999999999998,-0.03,1.7619999999999998,0.2743,0.0,0.747809523809524,0.81,1.93
2020-06-01,0.73,-0.4342857142857138,-0.04,1.455,0.278,0.03,0.5170909090909089,0.53,1.32
2020-07-01,0.62,-0.5230434782608699,-0.15,1.196,0.2094,0.01,0.3766086956521739,0.4,1.14
2020-08-01,0.65,-0.5233333333333328,-0.17,1.032,0.2717,0.045,0.3009999999999999,0.36,1.08
2020-09-01,0.68,-0.5240909090909089,-0.21,0.981,0.273,0.015,0.2806818181818179,0.32,1.08
2020-10-01,0.79,-0.607272727272727,-0.3,0.77,0.3058,0.04,0.1701818181818179,0.18,0.9
2020-11-01,0.87,-0.614761904761905,-0.32,0.664,0.3836,0.03,0.0940952380952381,0.07,0.75
2020-12-01,0.93,-0.6185,-0.34,0.578,0.3224,0.02,0.0421818181818182,0.03,0.63
2021-01-01,1.08,-0.5835,-0.31,0.616,0.3672,0.055,0.07825,0.03,0.65
2021-02-01,1.26,-0.4455,-0.15,0.59,0.6222,0.1499999999999999,0.22555,0.16,0.81
2021-03-01,1.61,-0.3647826086956519,-0.07,0.7040000000000001,0.8456,0.12,0.309608695652174,0.23,0.91
2021-04-01,1.64,-0.325,-0.01,0.797,0.8515,0.09,0.36725,0.35,0.88
2021-05-01,1.62,-0.2235,0.21,0.984,0.9058,0.08,0.5165714285714289,0.53,0.99
2021-06-01,1.52,-0.288636363636364,0.15,0.875,0.8549,0.05,0.4455,0.43,0.81
2021-07-01,1.32,-0.4513636363636359,-0.01,0.748,0.6979,0.015,0.332772727272727,0.27,0.7
2021-08-01,1.28,-0.538636363636364,-0.12,0.628,0.644,0.02,0.2182272727272729,0.14,0.59
2021-09-01,1.37,-0.3627272727272729,0.04,0.777,0.8023,0.065,0.330272727272727,0.26,0.8
2021-10-01,1.58,-0.2042857142857139,0.2,0.955,1.083,0.095,0.4709999999999999,0.39,0.96
2021-11-01,1.56,-0.3136363636363639,0.1,1.01,0.9394,0.05,0.4766818181818179,0.39,1.22
2021-12-01,1.47,-0.3842857142857139,0.05,1.047,0.8375,0.07,0.4133181818181819,0.36,1.29
2022-01-01,1.76,-0.114761904761905,0.31,1.346,1.2051,0.17,0.66452380952381,0.58,1.62
2022-02-01,1.93,0.1499999999999999,0.68,1.794,1.4891,0.1799999999999999,1.11215,1.06,2.46
2022-03-01,2.13,0.2817391304347829,0.78,1.854,1.5457,0.2099999999999999,1.22534782608696,1.16,2.61
2022-04-01,2.75,0.7463157894736842,1.28,2.436,1.8362,0.215,1.68947368421053,1.76,2.89
2022-05-01,2.9,0.9527272727272728,1.52,2.99,1.9069,0.2349999999999999,2.05136363636364,2.14,3.54
2022-06-01,3.14,1.445,2.06,3.635,2.3824,0.225,2.6485,2.65,3.93
2022-07-01,2.9,1.08190476190476,1.71,3.359,2.1454,0.1799999999999999,2.3332380952381,2.26,3.38
2022-08-01,2.9,1.03434782608696,1.69,3.297,2.3278,0.22,2.1758695652173894,2.16,3.46
2022-09-01,3.52,1.79545454545455,2.41,4.138,3.5007,0.2399999999999999,2.95204545454545,2.89,4.44
2022-10-01,3.98,2.1866666666666696,2.77,4.532,4.1096,0.245,3.31419047619048,3.26,4.87
2022-11-01,3.89,2.06636363636364,2.58,4.243,3.4171,0.25,3.105,3.02,4.42
2022-12-01,3.62,2.0852380952381,2.62,4.257,3.5015,0.4099999999999999,3.111,3.1,4.22
2023-01-01,3.53,2.19272727272727,2.69,4.243,3.5115,0.4899999999999999,3.22263636363636,3.13,4.29
2023-02-01,3.75,2.3705,2.87,4.27,3.5553,0.5,3.3891,3.27,4.26
2023-03-01,3.66,2.3834782608695697,2.92,4.24,3.5638,0.32,3.44308695652174,3.27,4.29
2023-04-01,3.46,2.35944444444444,2.9,4.234,3.6503,0.385,3.4081666666666695,3.2,4.22
2023-05-01,3.57,2.3422727272727295,2.94,4.313,3.9621,0.4299999999999999,3.4137272727272703,3.16,3.98
2023-06-01,3.75,2.37636363636364,2.93,4.074,4.3659,0.395,3.40422727272727,3.09,3.71
2023-07-01,3.9,2.4566666666666697,3.04,4.157,4.4372,0.5949999999999999,3.4973809523809503,3.23,3.85
2023-08-01,4.17,2.54565217391304,3.11,4.221,4.5298,0.64,3.5872173913043497,3.31,3.88
2023-09-01,4.38,2.6614285714285697,3.24,4.513,4.4199,0.765,3.72090476190476,3.45,4.08
2023-10-01,4.8,2.82318181818182,3.45,4.885,4.5695,0.95,3.9512272727272704,3.59,4.3
2023-11-01,4.5,2.60136363636364,3.19,4.428,4.2721,0.66,3.6594090909090897,3.3,3.88
2023-12-01,4.02,2.10210526315789,2.65,3.821,3.8622,0.62,3.141,2.85,3.28
2024-01-01,4.06,2.1745454545454495,2.74,3.811,3.9319,0.7299999999999999,3.1859545454545497,2.97,3.29
2024-02-01,4.21,2.33190476190476,2.85,3.872,4.123,0.7099999999999999,3.2725238095238103,3.06,3.45
2024-03-01,4.21,2.3495,2.82,3.696,4.033,0.7249999999999999,3.1896,3.02,3.37
2024-04-01,4.54,2.44571428571429,2.97,3.856,4.2172,0.87,3.28152380952381,3.13,3.49
2024-05-01,4.48,2.51954545454545,3.03,3.844,4.2229,1.07,3.29891304347826,3.16,3.55
2024-06-01,4.31,2.4845,3.15,3.942,4.1644,1.05,3.35605,3.19,3.65
2024-07-01,4.25,2.4582608695652204,3.14,3.83,4.1386,1.045,3.2803913043478294,3.1,3.5
2024-08-01,3.87,2.2077272727272703,2.94,3.682,3.9444,0.89,3.0710454545454504,2.88,3.31
2024-09-01,3.72,2.16714285714286,2.9,3.565,3.9053,0.8549999999999999,2.99566666666667,2.78,3.19
2024-10-01,4.1,2.2295652173913,2.99,3.5010000000000003,4.1993,0.935,2.9676086956521703,2.73,3.16
2024-11-01,4.36,2.30571428571429,3.09,3.569,4.4164,1.05,3.0556190476190497,2.79,3.19
2024-12-01,4.39,2.1788888888888898,3.01,3.321,4.4345,1.09,2.89065,2.68,3.05
2025-01-01,4.63,2.48363636363636,3.32,3.676,4.6627,1.245,3.17318181818182,2.96,3.35
2025-02-01,4.45,2.4055,3.15,3.575,4.5063,1.37,3.09985,2.95,3.29
2025-03-01,4.28,2.7414285714285698,3.43,3.887,4.6448,1.485,3.38919047619048,3.29,3.6
2025-04-01,4.28,2.5105,3.26,3.712,4.5762,1.31,3.2291,3.11,3.44
2025-05-01,4.42,2.56285714285714,3.26,3.629,4.6004,1.5,3.2089090909090894,3.08,3.37
2025-06-01,4.38,2.51904761904762,3.24,3.5010000000000003,4.5248,1.42,3.167428571428569,3.02,3.29
2025-07-01,4.39,2.63130434782609,3.36,3.537,4.5924,1.545,3.24308695652174,3.1,3.36
2025-08-01,4.26,2.6733333333333302,3.42,3.539,4.6369,1.6,3.2566190476190497,3.12,3.37
2025-09-01,4.12,2.6933333333333302,3.51,3.559,4.6885,1.645,3.27,3.13,3.39
