Date,Wheat,Corn,Soybeans,Cocoa,Coffee,Orange Juice,Sugar,Cotton,Live Cattle,Lean Hogs
2015-03-02,508.0,378.75,1011.25,3086.0,135.10000610351562,125.1500015258789,13.640000343322754,64.62999725341797,153.4499969482422,67.67500305175781
2015-03-03,508.75,382.0,1008.75,3100.0,126.25,116.44999694824219,13.449999809265137,63.72999954223633,151.0500030517578,65.5999984741211
2015-03-04,493.5,381.5,989.0,3087.0,134.0500030517578,118.05000305175781,13.34000015258789,63.61000061035156,154.0500030517578,68.0
2015-03-05,481.25,382.75,979.25,3075.0,131.5500030517578,119.19999694824219,13.4399995803833,63.209999084472656,153.27499389648438,66.82499694824219
2015-03-06,485.75,379.25,979.25,3023.0,136.5,116.0,13.4399995803833,62.95000076293945,154.64999389648438,66.125
2015-03-09,494.25,383.25,988.25,3000.0,133.64999389648438,120.30000305175781,13.270000457763672,61.91999816894531,154.0,66.07499694824219
2015-03-10,496.5,382.25,980.0,2979.0,131.6999969482422,119.0999984741211,13.020000457763672,60.869998931884766,154.75,65.9749984741211
2015-03-11,503.0,384.0,989.0,2940.0,128.39999389648438,118.30000305175781,13.140000343322754,60.33000183105469,155.60000610351562,64.125
2015-03-12,513.25,382.25,986.5,2922.0,128.85000610351562,114.4000015258789,13.210000038146973,61.220001220703125,155.8000030517578,62.29999923706055
2015-03-13,508.75,374.0,968.25,2902.0,126.44999694824219,114.0999984741211,12.699999809265137,60.5,154.27499389648438,62.099998474121094
2015-03-16,514.0,379.0,969.25,2869.0,134.89999389648438,115.55000305175781,12.899999618530273,60.4900016784668,153.1999969482422,62.20000076293945
2015-03-17,503.5,371.0,954.5,2788.0,133.9499969482422,112.25,12.819999694824219,60.209999084472656,153.5749969482422,61.775001525878906
2015-03-18,510.75,374.75,965.0,2758.0,136.25,112.5999984741211,12.729999542236328,62.47999954223633,156.5749969482422,60.70000076293945
2015-03-19,512.0,373.5,961.75,2715.0,140.0,106.0999984741211,12.619999885559082,62.95000076293945,158.0,58.125
2015-03-20,530.0,385.0,973.75,2790.0,143.35000610351562,115.0999984741211,12.680000305175781,62.81999969482422,158.35000610351562,58.45000076293945
2015-03-23,534.0,390.25,983.5,2757.0,141.85000610351562,124.5999984741211,12.739999771118164,64.05000305175781,161.35000610351562,59.25
2015-03-24,523.5,393.25,981.75,2783.0,137.3000030517578,127.94999694824219,12.449999809265137,63.90999984741211,162.0,58.599998474121094
2015-03-25,519.0,395.0,978.75,2786.0,139.9499969482422,128.89999389648438,12.520000457763672,63.15999984741211,161.72500610351562,59.82500076293945
2015-03-26,499.25,391.25,974.5,2760.0,140.25,127.94999694824219,12.34000015258789,63.08000183105469,161.6750030517578,60.974998474121094
2015-03-27,507.75,391.0,967.25,2744.0,138.1999969482422,127.30000305175781,12.130000114440918,63.54999923706055,162.625,61.125
2015-03-30,530.25,394.5,967.75,2695.0,132.35000610351562,129.4499969482422,11.989999771118164,62.52000045776367,162.5,61.29999923706055
2015-03-31,511.75,376.25,973.25,2699.0,132.89999389648438,125.0999984741211,11.930000305175781,63.099998474121094,161.3249969482422,62.42499923706055
2015-04-01,528.5,381.75,989.75,2748.0,134.85000610351562,123.69999694824219,12.319999694824219,62.58000183105469,161.8000030517578,62.900001525878906
2015-04-02,536.25,386.5,986.0,2768.0,140.89999389648438,124.80000305175781,12.739999771118164,63.689998626708984,163.02499389648438,63.17499923706055
2015-04-06,527.75,385.0,978.5,2800.0,146.1999969482422,119.75,12.539999961853027,65.33999633789062,162.4499969482422,63.25
2015-04-07,526.0,383.0,971.0,2785.0,141.9499969482422,118.6500015258789,12.770000457763672,66.41999816894531,163.0,62.57500076293945
2015-04-08,526.25,379.25,971.5,2807.0,135.6999969482422,119.4000015258789,12.970000267028809,66.7300033569336,161.5500030517578,62.29999923706055
2015-04-09,518.75,378.0,953.5,2792.0,137.4499969482422,117.19999694824219,12.800000190734863,66.22000122070312,161.8000030517578,62.099998474121094
2015-04-10,526.5,377.0,951.5,2781.0,135.10000610351562,112.6500015258789,12.829999923706055,65.05999755859375,158.8000030517578,62.54999923706055
2015-04-13,502.25,370.5,948.75,2799.0,133.75,109.5999984741211,13.010000228881836,65.12999725341797,158.8249969482422,63.099998474121094
2015-04-14,497.0,373.5,960.25,2848.0,134.60000610351562,111.19999694824219,13.1899995803833,64.69000244140625,159.60000610351562,63.17499923706055
2015-04-15,490.75,376.0,965.0,2817.0,135.8000030517578,113.75,13.0,64.58999633789062,160.72500610351562,62.875
2015-04-16,494.5,376.25,966.0,2870.0,139.60000610351562,114.5,13.430000305175781,64.01000213623047,160.8000030517578,71.0250015258789
2015-04-17,494.5,379.75,968.75,2839.0,138.6999969482422,115.05000305175781,13.239999771118164,63.290000915527344,157.8000030517578,70.5250015258789
2015-04-20,498.75,378.0,977.5,2779.0,138.6999969482422,113.75,12.6899995803833,63.040000915527344,155.35000610351562,70.2750015258789
2015-04-21,500.75,373.0,975.25,2773.0,140.3000030517578,113.6500015258789,12.40999984741211,62.630001068115234,156.3000030517578,71.5999984741211
2015-04-22,498.75,372.5,970.5,2772.0,142.39999389648438,115.44999694824219,12.65999984741211,62.4900016784668,156.3000030517578,70.69999694824219
2015-04-23,497.75,370.75,978.25,2806.0,140.4499969482422,118.5999984741211,13.09000015258789,64.58999633789062,159.3000030517578,71.92500305175781
2015-04-24,486.0,364.5,969.75,2889.0,141.14999389648438,113.8499984741211,13.229999542236328,66.5,161.1750030517578,71.94999694824219
2015-04-27,470.25,360.75,973.0,2918.0,136.10000610351562,117.05000305175781,13.3100004196167,66.38999938964844,160.47500610351562,72.2750015258789
2015-04-28,471.5,361.0,977.5,2924.0,138.14999389648438,115.3499984741211,13.170000076293945,66.62000274658203,161.0,73.75
2015-04-29,477.25,363.75,988.5,2948.0,138.35000610351562,112.80000305175781,13.09000015258789,67.31999969482422,160.8000030517578,75.32499694824219
2015-04-30,467.0,362.5,978.5,2943.0,136.5500030517578,109.4000015258789,12.979999542236328,68.12000274658203,159.5,76.94999694824219
2015-05-01,470.0,359.75,968.5,2877.0,133.4499969482422,114.94999694824219,12.90999984741211,66.8499984741211,149.1750030517578,76.0
2015-05-04,469.25,358.75,983.0,2875.0,131.85000610351562,115.80000305175781,12.510000228881836,66.91000366210938,150.72500610351562,76.92500305175781
2015-05-05,464.0,361.25,993.5,2936.0,132.5500030517578,116.55000305175781,12.75,66.98999786376953,151.4499969482422,79.0
2015-05-06,475.75,366.5,990.5,2889.0,128.0500030517578,119.30000305175781,12.869999885559082,66.98999786376953,150.22500610351562,80.3499984741211
2015-05-07,465.75,357.75,981.5,2899.0,130.85000610351562,113.3499984741211,12.960000038146973,65.52999877929688,149.375,79.8499984741211
2015-05-08,476.5,358.5,984.5,2922.0,132.89999389648438,112.44999694824219,13.420000076293945,66.16000366210938,151.5,80.8499984741211
2015-05-11,476.25,358.25,983.0,2951.0,133.35000610351562,117.75,13.479999542236328,65.38999938964844,150.25,80.69999694824219
2015-05-12,479.25,357.0,967.0,2982.0,134.5,117.4000015258789,13.579999923706055,65.0199966430664,151.47500610351562,81.30000305175781
2015-05-13,481.0,356.0,975.0,3001.0,134.39999389648438,115.5999984741211,12.960000038146973,65.7699966430664,151.97500610351562,81.375
2015-05-14,501.75,361.0,963.0,3088.0,135.64999389648438,114.9000015258789,12.84000015258789,66.52999877929688,153.8000030517578,81.69999694824219
2015-05-15,511.0,365.5,953.25,3133.0,137.1999969482422,111.44999694824219,12.890000343322754,66.83999633789062,152.52499389648438,83.3499984741211
2015-05-18,521.75,368.0,954.5,3140.0,141.64999389648438,108.8499984741211,12.779999732971191,64.91999816894531,151.5749969482422,82.4000015258789
2015-05-19,510.25,362.0,946.25,3145.0,139.85000610351562,113.3499984741211,12.859999656677246,64.3499984741211,151.97500610351562,82.1500015258789
2015-05-20,513.0,360.0,941.25,3125.0,136.0,115.05000305175781,12.59000015258789,64.1500015258789,151.35000610351562,82.55000305175781
2015-05-21,522.0,365.0,938.5,3163.0,128.4499969482422,117.3499984741211,12.489999771118164,63.72999954223633,152.375,83.7750015258789
2015-05-22,515.25,360.0,924.25,3153.0,126.94999694824219,118.55000305175781,12.3100004196167,63.29999923706055,152.125,83.7249984741211
2015-05-26,493.5,355.0,922.5,3150.0,124.05000305175781,114.55000305175781,12.079999923706055,63.310001373291016,151.8000030517578,83.17500305175781
2015-05-27,487.75,349.5,927.0,3134.0,124.5,112.94999694824219,11.869999885559082,63.04999923706055,152.47500610351562,83.7750015258789
2015-05-28,488.75,353.5,926.0,3118.0,125.1500015258789,116.8499984741211,11.9399995803833,64.33000183105469,153.5,84.5999984741211
2015-05-29,477.0,351.5,934.0,3085.0,126.1500015258789,114.25,11.979999542236328,64.3499984741211,152.3249969482422,83.82499694824219
2015-06-01,493.75,352.25,926.0,3053.0,129.8000030517578,116.30000305175781,12.25,63.75,153.14999389648438,84.6500015258789
2015-06-02,512.5,359.0,940.75,3112.0,132.6999969482422,110.5,12.319999694824219,63.599998474121094,153.3000030517578,84.4749984741211
2015-06-03,510.75,359.0,935.25,3125.0,134.3000030517578,110.9000015258789,12.050000190734863,65.23999786376953,152.5,83.55000305175781
2015-06-04,523.75,363.5,946.5,3115.0,135.6999969482422,113.9000015258789,12.119999885559082,65.12000274658203,153.22500610351562,82.19999694824219
2015-06-05,517.0,360.5,937.75,3116.0,135.10000610351562,116.69999694824219,12.050000190734863,64.01000213623047,152.8249969482422,81.67500305175781
2015-06-08,528.0,365.25,944.25,3117.0,136.5500030517578,123.0999984741211,12.15999984741211,64.80000305175781,153.47500610351562,81.55000305175781
2015-06-09,532.25,365.0,951.5,3107.0,137.35000610351562,123.44999694824219,12.069999694824219,64.55000305175781,155.0749969482422,81.19999694824219
2015-06-10,513.5,357.25,949.5,3128.0,136.4499969482422,123.75,12.010000228881836,64.88999938964844,155.8000030517578,81.30000305175781
2015-06-11,504.25,356.5,940.0,3094.0,132.0,124.19999694824219,11.640000343322754,63.529998779296875,155.22500610351562,81.375
2015-06-12,503.75,353.0,940.0,3140.0,132.0500030517578,122.30000305175781,11.720000267028809,64.06999969482422,152.4499969482422,81.44999694824219
2015-06-15,489.25,348.25,937.75,3207.0,127.80000305175781,120.8499984741211,11.460000038146973,63.209999084472656,152.1750030517578,77.19999694824219
2015-06-16,488.75,354.0,957.5,3234.0,129.35000610351562,120.05000305175781,11.3100004196167,64.43000030517578,152.0500030517578,77.1500015258789
2015-06-17,491.25,359.25,969.0,3228.0,126.6500015258789,119.75,11.350000381469727,63.880001068115234,151.9499969482422,78.0
2015-06-18,488.0,358.0,977.75,3300.0,128.6999969482422,117.6500015258789,11.25,64.08000183105469,150.4250030517578,78.0250015258789
2015-06-19,488.5,353.25,971.5,3270.0,127.1500015258789,120.3499984741211,11.119999885559082,63.31999969482422,151.89999389648438,75.75
2015-06-22,501.25,360.0,989.5,3290.0,130.35000610351562,121.4000015258789,11.479999542236328,64.02999877929688,152.4499969482422,74.2249984741211
2015-06-23,521.5,367.5,987.5,3262.0,127.69999694824219,121.44999694824219,11.25,63.58000183105469,152.0,74.3499984741211
2015-06-24,518.0,366.5,981.75,3291.0,133.3000030517578,121.0999984741211,11.510000228881836,63.7599983215332,150.6750030517578,74.7249984741211
2015-06-25,532.0,376.5,1000.25,3274.0,133.35000610351562,120.9000015258789,11.520000457763672,64.87999725341797,148.5,74.6500015258789
2015-06-26,562.25,385.0,1002.0,3328.0,131.6999969482422,120.0999984741211,11.670000076293945,67.16000366210938,148.39999389648438,75.44999694824219
2015-06-29,580.5,383.25,1002.5,3336.0,130.8000030517578,116.25,11.819999694824219,66.80000305175781,149.6750030517578,74.25
2015-06-30,614.75,414.0,1056.25,3275.0,130.64999389648438,114.9000015258789,12.279999732971191,67.51000213623047,147.85000610351562,76.19999694824219
2015-07-01,587.5,413.75,1044.0,3282.0,125.0999984741211,114.6500015258789,12.4399995803833,66.08999633789062,151.0749969482422,77.0999984741211
2015-07-02,585.75,419.75,1045.25,3294.0,125.5999984741211,117.0,12.300000190734863,66.36000061035156,151.22500610351562,78.7750015258789
2015-07-06,588.5,418.5,1033.75,3285.0,123.30000305175781,118.0,12.479999542236328,66.43000030517578,150.5,78.7249984741211
2015-07-07,579.5,415.75,1002.0,3257.0,122.9000015258789,124.19999694824219,12.329999923706055,65.52999877929688,151.0749969482422,79.25
2015-07-08,572.25,416.25,1006.25,3254.0,123.1500015258789,123.3499984741211,12.3100004196167,64.58999633789062,149.0,79.5
2015-07-09,572.25,421.25,1037.75,3286.0,122.75,120.25,11.899999618530273,64.83000183105469,148.47500610351562,78.7249984741211
2015-07-10,581.5,427.25,1043.5,3302.0,122.94999694824219,119.19999694824219,12.40999984741211,65.51000213623047,147.47500610351562,78.9749984741211
2015-07-13,586.75,433.5,1045.25,3309.0,126.5999984741211,116.3499984741211,12.5600004196167,65.7300033569336,146.60000610351562,79.07499694824219
2015-07-14,583.5,424.0,1039.0,3377.0,129.85000610351562,121.44999694824219,12.640000343322754,66.16999816894531,147.14999389648438,79.92500305175781
2015-07-15,566.75,429.5,1025.0,3356.0,128.0,122.5999984741211,12.460000038146973,65.31999969482422,147.02499389648438,80.4749984741211
2015-07-16,562.25,430.0,1019.0,3358.0,127.44999694824219,119.8499984741211,12.270000457763672,65.30000305175781,146.5,76.0
2015-07-17,554.0,420.25,1014.75,3346.0,127.0,119.94999694824219,11.960000038146973,65.87000274658203,146.64999389648438,75.67500305175781
2015-07-20,532.75,405.0,1007.75,3353.0,125.8499984741211,118.6500015258789,11.4399995803833,65.8499984741211,146.75,74.9000015258789
2015-07-21,524.75,406.5,1018.75,3336.0,123.8499984741211,121.1500015258789,11.420000076293945,65.4000015258789,145.14999389648438,75.875
2015-07-22,516.75,402.75,1020.75,3277.0,125.05000305175781,123.94999694824219,11.380000114440918,65.63999938964844,144.5,78.5250015258789
2015-07-23,521.5,403.25,1010.0,3241.0,121.55000305175781,123.19999694824219,11.510000228881836,65.91999816894531,143.35000610351562,78.2750015258789
2015-07-24,511.75,392.5,991.25,3181.0,122.25,123.0,11.239999771118164,65.83999633789062,143.02499389648438,77.67500305175781
2015-07-27,502.5,373.0,961.25,3193.0,120.4000015258789,123.1500015258789,11.239999771118164,64.30999755859375,143.02499389648438,77.5250015258789
2015-07-28,510.75,375.0,974.75,3204.0,120.25,123.1500015258789,11.170000076293945,64.37999725341797,145.0500030517578,79.4749984741211
2015-07-29,496.25,367.75,983.0,3217.0,122.1500015258789,122.75,11.460000038146973,63.88999938964844,144.9250030517578,79.8499984741211
2015-07-30,496.5,373.25,990.25,3221.0,124.9000015258789,122.80000305175781,11.270000457763672,63.65999984741211,145.22500610351562,79.67500305175781
2015-07-31,499.25,371.0,980.75,3209.0,125.25,123.5999984741211,11.140000343322754,64.01000213623047,145.6999969482422,78.5
2015-08-03,499.0,366.5,977.5,3166.0,123.94999694824219,128.14999389648438,10.890000343322754,65.36000061035156,148.0,80.19999694824219
2015-08-04,493.5,368.75,976.0,3165.0,124.9000015258789,131.9499969482422,11.010000228881836,64.91000366210938,148.22500610351562,81.4000015258789
2015-08-05,502.0,372.75,991.75,3120.0,125.9000015258789,131.75,10.760000228881836,64.75,148.6750030517578,80.2249984741211
2015-08-06,507.0,369.75,985.5,3057.0,124.25,131.4499969482422,10.699999809265137,63.5,149.72500610351562,78.07499694824219
2015-08-07,510.5,372.75,1009.0,3107.0,127.80000305175781,132.4499969482422,10.65999984741211,62.77000045776367,149.5749969482422,77.32499694824219
2015-08-10,525.5,390.25,1044.75,3095.0,133.5,126.5999984741211,10.569999694824219,63.119998931884766,150.25,76.6500015258789
2015-08-11,507.25,376.5,1014.0,3082.0,137.1999969482422,131.39999389648438,10.619999885559082,62.709999084472656,150.1750030517578,76.7249984741211
2015-08-12,492.25,357.25,951.0,3035.0,131.85000610351562,132.1999969482422,10.539999961853027,65.70999908447266,148.6999969482422,77.8499984741211
2015-08-13,503.25,363.75,993.0,3042.0,137.0500030517578,131.0500030517578,10.489999771118164,67.1500015258789,148.85000610351562,78.625
2015-08-14,506.5,364.0,978.5,3039.0,137.5,132.0500030517578,10.680000305175781,67.16000366210938,148.4499969482422,78.82499694824219
2015-08-17,500.5,363.25,927.0,3032.0,134.75,131.60000610351562,10.630000114440918,67.9800033569336,147.89999389648438,66.2750015258789
2015-08-18,494.25,366.25,913.25,3085.0,135.3000030517578,130.89999389648438,10.729999542236328,67.93000030517578,147.1999969482422,66.125
2015-08-19,496.25,367.25,903.5,3120.0,131.14999389648438,132.4499969482422,10.59000015258789,67.36000061035156,145.25,66.0
2015-08-20,506.25,371.0,921.5,3142.0,127.6500015258789,128.64999389648438,10.619999885559082,67.66000366210938,146.47500610351562,64.75
2015-08-21,499.5,365.25,905.25,3077.0,121.9000015258789,127.69999694824219,10.4399995803833,67.63999938964844,145.4250030517578,62.82500076293945
2015-08-24,503.25,368.75,892.75,3087.0,117.5,119.9000015258789,10.390000343322754,64.63999938964844,143.85000610351562,65.82499694824219
2015-08-25,495.0,365.5,894.25,3113.0,117.05000305175781,119.94999694824219,10.600000381469727,63.7599983215332,143.6750030517578,67.5
2015-08-26,489.75,361.75,877.75,3097.0,118.69999694824219,125.3499984741211,10.529999732971191,62.560001373291016,142.4250030517578,67.0
2015-08-27,484.25,363.75,886.25,3112.0,121.05000305175781,130.0,11.0600004196167,63.83000183105469,144.64999389648438,67.05000305175781
2015-08-28,477.0,363.25,893.25,3115.0,120.44999694824219,131.4499969482422,10.970000267028809,63.75,146.52499389648438,66.42500305175781
2015-08-31,482.5,363.75,897.5,3102.0,120.55000305175781,129.60000610351562,10.6899995803833,63.7400016784668,145.5,68.0250015258789
2015-09-01,484.0,356.0,884.75,3145.0,117.05000305175781,129.64999389648438,10.710000038146973,63.58000183105469,141.3249969482422,67.9749984741211
2015-09-02,473.0,354.0,883.75,3117.0,114.69999694824219,129.0500030517578,10.729999542236328,63.18000030517578,141.22500610351562,69.7750015258789
2015-09-03,456.5,347.75,879.75,3114.0,116.19999694824219,128.89999389648438,11.34000015258789,63.119998931884766,141.60000610351562,69.44999694824219
2015-09-04,457.75,349.5,877.25,3168.0,115.8499984741211,129.1999969482422,11.270000457763672,63.06999969482422,140.47500610351562,69.1500015258789
2015-09-08,465.25,355.0,890.75,3224.0,117.69999694824219,126.30000305175781,11.069999694824219,63.290000915527344,143.47500610351562,68.7750015258789
2015-09-09,462.0,356.5,882.75,3274.0,117.80000305175781,124.1500015258789,11.430000305175781,63.31999969482422,142.97500610351562,68.92500305175781
2015-09-10,468.0,361.75,884.5,3276.0,113.05000305175781,124.3499984741211,11.329999923706055,63.47999954223633,142.9499969482422,68.55000305175781
2015-09-11,475.5,374.5,887.75,3248.0,113.3499984741211,123.94999694824219,11.65999984741211,64.08999633789062,140.60000610351562,67.32499694824219
2015-09-14,485.75,379.0,882.75,3280.0,117.0,123.5,11.5,63.5099983215332,141.47500610351562,66.82499694824219
2015-09-15,494.75,390.5,889.0,3218.0,115.5,122.30000305175781,11.399999618530273,62.81999969482422,140.60000610351562,69.375
2015-09-16,488.25,386.0,887.25,3267.0,113.80000305175781,122.75,11.470000267028809,62.380001068115234,137.60000610351562,68.25
2015-09-17,481.5,379.75,884.5,3282.0,113.5,120.94999694824219,11.4399995803833,61.83000183105469,136.85000610351562,70.57499694824219
2015-09-18,486.75,377.25,867.25,3311.0,113.3499984741211,120.19999694824219,10.960000038146973,59.849998474121094,136.0,71.05000305175781
2015-09-21,496.75,384.5,874.25,3311.0,117.25,119.80000305175781,10.930000305175781,59.75,137.0,71.625
2015-09-22,495.5,380.5,861.75,3312.0,115.44999694824219,115.80000305175781,10.880000114440918,58.72999954223633,136.22500610351562,71.0
2015-09-23,507.5,383.25,863.75,3315.0,116.19999694824219,110.9000015258789,10.949999809265137,58.70000076293945,133.22500610351562,70.55000305175781
2015-09-24,497.25,381.5,868.0,3293.0,118.30000305175781,110.25,11.1899995803833,59.040000915527344,130.6999969482422,71.6500015258789
2015-09-25,507.75,389.0,889.25,3276.0,122.69999694824219,108.05000305175781,11.739999771118164,59.63999938964844,133.6999969482422,71.875
2015-09-28,505.5,386.75,876.75,3242.0,119.1500015258789,106.80000305175781,11.75,59.79999923706055,132.1750030517578,71.42500305175781
2015-09-29,503.75,389.0,884.25,3182.0,120.8499984741211,106.19999694824219,11.760000228881836,60.04999923706055,129.1750030517578,73.25
2015-09-30,512.75,387.75,892.0,3114.0,121.3499984741211,105.55000305175781,12.170000076293945,59.4900016784668,124.67500305175781,73.5250015258789
2015-10-01,518.25,388.75,877.25,3105.0,120.75,105.3499984741211,13.260000228881836,59.650001525878906,121.4000015258789,72.625
2015-10-02,513.25,389.25,874.25,3095.0,124.30000305175781,105.3499984741211,13.529999732971191,59.20000076293945,123.07499694824219,73.3499984741211
2015-10-05,515.5,393.5,884.25,3092.0,127.55000305175781,106.30000305175781,13.640000343322754,60.93000030517578,122.125,73.0
2015-10-06,526.25,398.25,888.0,3092.0,128.10000610351562,107.8499984741211,13.630000114440918,61.13999938964844,125.125,73.5999984741211
2015-10-07,516.75,395.75,891.0,3079.0,126.05000305175781,108.69999694824219,13.979999542236328,61.939998626708984,129.35000610351562,73.82499694824219
2015-10-08,511.5,391.25,881.25,3060.0,128.4499969482422,110.5999984741211,14.010000228881836,61.61000061035156,131.1750030517578,74.0
2015-10-09,509.25,382.75,885.75,3049.0,131.60000610351562,115.9000015258789,14.34000015258789,61.61000061035156,130.77499389648438,73.82499694824219
2015-10-12,506.75,380.75,887.5,3074.0,134.5,117.4000015258789,14.239999771118164,61.689998626708984,131.9250030517578,74.30000305175781
2015-10-13,519.0,384.5,914.0,3125.0,134.35000610351562,121.0999984741211,13.829999923706055,63.86000061035156,132.4250030517578,74.8499984741211
2015-10-14,508.25,379.0,910.5,3109.0,134.64999389648438,127.44999694824219,14.09000015258789,63.7599983215332,133.75,75.0999984741211
2015-10-15,502.5,375.5,905.25,3104.0,133.6999969482422,131.14999389648438,14.130000114440918,63.439998626708984,132.9499969482422,66.82499694824219
2015-10-16,492.25,376.75,898.25,3119.0,125.8499984741211,135.10000610351562,14.270000457763672,63.849998474121094,135.9499969482422,65.57499694824219
