Date,Price
2025-04-27,1792.864990234375
2025-04-28,1798.851806640625
2025-04-29,1799.1756591796875
2025-04-30,1793.775390625
2025-05-01,1839.2215576171875
2025-05-02,1842.7078857421875
2025-05-03,1833.8397216796875
2025-05-04,1808.59423828125
2025-05-05,1819.697509765625
2025-05-06,1815.0875244140625
2025-05-07,1811.606689453125
2025-05-08,2206.5146484375
2025-05-09,2345.50732421875
2025-05-10,2582.422607421875
2025-05-11,2510.23779296875
2025-05-12,2496.397705078125
2025-05-13,2680.129638671875
2025-05-14,2610.063232421875
2025-05-15,2546.85693359375
2025-05-16,2536.297607421875
2025-05-17,2475.75439453125
2025-05-18,2498.233642578125
2025-05-19,2529.166748046875
2025-05-20,2524.173095703125
2025-05-21,2552.34716796875
2025-05-22,2664.156982421875
2025-05-23,2526.44189453125
2025-05-24,2530.646240234375
2025-05-25,2551.763916015625
2025-05-26,2564.138427734375
2025-05-27,2663.06982421875
2025-05-28,2682.212890625
2025-05-29,2632.65478515625
2025-05-30,2529.943603515625
2025-05-31,2529.08740234375
2025-06-01,2536.266357421875
2025-06-02,2607.097412109375
2025-06-03,2593.2802734375
2025-06-04,2608.64306640625
2025-06-05,2416.28564453125
2025-06-06,2477.19482421875
2025-06-07,2526.50537109375
2025-06-08,2510.787109375
2025-06-09,2681.51708984375
2025-06-10,2813.517578125
2025-06-11,2773.529296875
2025-06-12,2651.795166015625
2025-06-13,2579.486083984375
2025-06-14,2533.444091796875
2025-06-15,2546.837158203125
2025-06-16,2540.60498046875
2025-06-17,2510.761474609375
2025-06-18,2524.301513671875
2025-06-19,2521.653564453125
2025-06-20,2407.30419921875
2025-06-21,2300.49560546875
2025-06-22,2228.213134765625
2025-06-23,2421.824951171875
2025-06-24,2448.0087890625
2025-06-25,2419.310302734375
2025-06-26,2416.146728515625
2025-06-27,2423.866943359375
2025-06-28,2437.109375
2025-06-29,2500.9599609375
2025-06-30,2486.46435546875
2025-07-01,2405.792724609375
2025-07-02,2571.33544921875
2025-07-03,2591.00732421875
2025-07-04,2508.518310546875
2025-07-05,2517.280029296875
2025-07-06,2571.236572265625
2025-07-07,2543.01318359375
2025-07-08,2615.505859375
2025-07-09,2770.777587890625
2025-07-10,2954.84521484375
2025-07-11,2957.88623046875
2025-07-12,2942.91162109375
2025-07-13,2973.35888671875
2025-07-14,3013.350830078125
2025-07-15,3139.8896484375
2025-07-16,3371.5068359375
2025-07-17,3476.784423828125
2025-07-18,3549.016357421875
2025-07-19,3595.273681640625
2025-07-20,3759.471435546875
2025-07-21,3763.371337890625
2025-07-22,3749.1455078125
2025-07-23,3629.70361328125
2025-07-24,3708.005615234375
2025-07-25,3727.266845703125
2025-07-26,3741.39599609375
2025-07-27,3875.24658203125
2025-07-28,3787.42578125
2025-07-29,3793.454833984375
2025-07-30,3808.20166015625
2025-07-31,3696.707763671875
2025-08-01,3488.365966796875
2025-08-02,3392.7412109375
2025-08-03,3497.379150390625
2025-08-04,3718.986083984375
2025-08-05,3611.8994140625
2025-08-06,3683.920654296875
2025-08-07,3914.325927734375
2025-08-08,4009.848876953125
2025-08-09,4263.59912109375
2025-08-10,4254.2177734375
2025-08-11,4226.966796875
2025-08-12,4590.9248046875
2025-08-13,4756.27587890625
2025-08-14,4548.16650390625
2025-08-15,4439.98876953125
2025-08-16,4426.18017578125
2025-08-17,4473.271484375
2025-08-18,4312.5048828125
2025-08-19,4073.464111328125
2025-08-20,4334.50048828125
2025-08-21,4223.2099609375
2025-08-22,4831.3486328125
2025-08-23,4776.09033203125
2025-08-24,4779.6474609375
2025-08-25,4372.98779296875
2025-08-26,4600.4267578125
2025-08-27,4503.39306640625
2025-08-28,4507.177734375
2025-08-29,4360.15283203125
2025-08-30,4374.1533203125
2025-08-31,4390.01904296875
2025-09-01,4314.47021484375
2025-09-02,4325.36572265625
2025-09-03,4450.38916015625
2025-09-04,4298.744140625
2025-09-05,4306.98876953125
2025-09-06,4274.2421875
2025-09-07,4305.34765625
2025-09-08,4308.072265625
2025-09-09,4309.04150390625
2025-09-10,4349.14599609375
2025-09-11,4461.2333984375
2025-09-12,4715.24609375
2025-09-13,4668.1796875
2025-09-14,4609.59765625
2025-09-15,4526.8203125
2025-09-16,4503.564453125
2025-09-17,4592.7333984375
2025-09-18,4589.9189453125
2025-09-19,4470.9169921875
2025-09-20,4482.265625
2025-09-21,4451.3291015625
2025-09-22,4202.87744140625
2025-09-23,4165.50390625
2025-09-24,4153.46923828125
2025-09-25,3868.333984375
2025-09-26,4035.887939453125
2025-09-27,4018.658203125
2025-09-28,4141.4765625
2025-09-29,4217.341796875
2025-09-30,4145.95751953125
2025-10-01,4351.1123046875
2025-10-02,4487.923828125
2025-10-03,4514.87060546875
2025-10-04,4489.197265625
2025-10-05,4515.4228515625
2025-10-06,4687.771484375
2025-10-07,4451.15185546875
2025-10-08,4527.64794921875
2025-10-09,4369.1435546875
2025-10-10,3843.0087890625
2025-10-11,3750.611572265625
2025-10-12,4164.427734375
2025-10-13,4245.4677734375
2025-10-14,4125.412109375
2025-10-15,3987.45947265625
2025-10-16,3894.75439453125
2025-10-17,3832.558837890625
2025-10-18,3890.34619140625
2025-10-19,3984.649658203125
2025-10-20,3980.76025390625
2025-10-21,3876.76416015625
2025-10-22,3808.122314453125
2025-10-23,3856.0263671875
2025-10-24,3934.5673828125
2025-10-25,3953.470947265625
2025-10-26,4157.9892578125
2025-10-27,4120.1220703125
2025-10-28,3982.262451171875
2025-10-29,3903.35302734375
2025-10-30,3804.375244140625
2025-10-31,3847.080322265625
2025-11-01,3874.18798828125
2025-11-02,3911.063232421875
2025-11-03,3602.30810546875
2025-11-04,3292.574462890625
2025-11-05,3425.171142578125
2025-11-06,3312.2578125
2025-11-07,3435.301025390625
2025-11-08,3400.3759765625
2025-11-09,3582.621337890625
2025-11-10,3568.4599609375
2025-11-11,3415.2822265625
2025-11-12,3413.09423828125
2025-11-13,3232.757080078125
2025-11-14,3103.78564453125
2025-11-15,3166.63134765625
2025-11-16,3092.847412109375
2025-11-17,3024.538818359375
2025-11-18,3122.97900390625
2025-11-19,3023.07080078125
2025-11-20,2831.777587890625
2025-11-21,2765.69921875
2025-11-22,2767.607421875
2025-11-23,2801.676025390625
2025-11-24,2952.71337890625
2025-11-25,2957.936279296875
2025-11-26,3027.81201171875
2025-11-27,3014.542236328125
2025-11-28,3032.304443359375
2025-11-29,2991.685302734375
2025-11-30,2992.112548828125
2025-12-01,2800.18896484375
2025-12-02,2997.939697265625
2025-12-03,3191.57177734375
2025-12-04,3134.31640625
2025-12-05,3024.432861328125
2025-12-06,3040.207763671875
2025-12-07,3061.3017578125
2025-12-08,3125.197998046875
2025-12-09,3321.114990234375
2025-12-10,3325.39013671875
2025-12-11,3237.056884765625
2025-12-12,3084.172607421875
2025-12-13,3116.6953125
2025-12-14,3060.5947265625
2025-12-15,2964.18310546875
2025-12-16,2964.180908203125
2025-12-17,2831.403564453125
2025-12-18,2827.069091796875
2025-12-19,2977.970703125
2025-12-20,2977.58251953125
2025-12-21,3001.61376953125
2025-12-22,3006.07373046875
2025-12-23,2963.3740234375
2025-12-24,2945.590576171875
2025-12-25,2903.57958984375
2025-12-26,2925.74560546875
2025-12-27,2947.998291015625
2025-12-28,2948.568115234375
2025-12-29,2934.538330078125
2025-12-31,2960.252685546875
