Date,Price
2025-01-01,3353.504150390625
2025-01-02,3451.392578125
2025-01-03,3605.009765625
2025-01-04,3657.706787109375
2025-01-05,3634.103759765625
2025-01-06,3688.611328125
2025-01-07,3381.577392578125
2025-01-08,3326.329345703125
2025-01-09,3219.4306640625
2025-01-10,3267.489990234375
2025-01-11,3282.2177734375
2025-01-12,3265.951171875
2025-01-13,3135.499755859375
2025-01-14,3223.6845703125
2025-01-15,3450.53759765625
2025-01-16,3308.34521484375
2025-01-17,3474.107177734375
2025-01-18,3305.78955078125
2025-01-19,3208.96435546875
2025-01-20,3278.035400390625
2025-01-21,3327.40625
2025-01-22,3240.224609375
2025-01-23,3334.714111328125
2025-01-24,3309.554931640625
2025-01-25,3317.26953125
2025-01-26,3236.13427734375
2025-01-27,3178.92041015625
2025-01-28,3077.112548828125
2025-01-29,3112.9990234375
2025-01-30,3247.780029296875
2025-01-31,3298.26513671875
2025-02-01,3118.32861328125
2025-02-02,2868.69287109375
2025-02-03,2884.566650390625
2025-02-04,2735.05126953125
2025-02-05,2787.779052734375
2025-02-06,2688.40087890625
2025-02-07,2622.211181640625
2025-02-08,2632.308349609375
2025-02-09,2628.72119140625
2025-02-10,2661.166748046875
2025-02-11,2602.781982421875
2025-02-12,2736.902099609375
2025-02-13,2675.902587890625
2025-02-14,2726.091552734375
2025-02-15,2693.559814453125
2025-02-16,2663.31591796875
2025-02-17,2743.19970703125
2025-02-18,2669.3388671875
2025-02-19,2715.77099609375
2025-02-20,2740.386474609375
2025-02-21,2659.655517578125
2025-02-22,2764.029296875
2025-02-23,2821.310302734375
2025-02-24,2513.8212890625
2025-02-25,2493.592529296875
2025-02-26,2331.45263671875
2025-02-27,2305.484375
2025-02-28,2237.9052734375
2025-03-01,2216.643310546875
2025-03-02,2519.694580078125
2025-03-03,2145.573974609375
2025-03-04,2170.01513671875
2025-03-05,2241.977294921875
2025-03-06,2202.476806640625
2025-03-07,2138.987548828125
2025-03-08,2201.51025390625
2025-03-09,2015.5091552734375
2025-03-10,1861.1513671875
2025-03-11,1919.844970703125
2025-03-12,1908.982666015625
2025-03-13,1862.9696044921875
2025-03-14,1909.467529296875
2025-03-15,1937.3946533203125
2025-03-16,1887.43505859375
2025-03-17,1927.0029296875
2025-03-18,1932.54345703125
2025-03-19,2057.7490234375
2025-03-20,1982.099853515625
2025-03-21,1964.8475341796875
2025-03-22,1980.037841796875
2025-03-23,2005.2991943359375
2025-03-24,2077.47900390625
2025-03-25,2067.76416015625
2025-03-26,2009.1893310546875
2025-03-27,2002.357421875
2025-03-28,1895.5029296875
2025-03-29,1827.3203125
2025-03-30,1806.2186279296875
2025-03-31,1823.47998046875
2025-04-01,1905.491455078125
2025-04-02,1795.313232421875
2025-04-03,1815.63720703125
2025-04-04,1815.335205078125
2025-04-05,1805.9732666015625
2025-04-06,1576.72802734375
2025-04-07,1555.240966796875
2025-04-08,1472.5531005859375
2025-04-09,1668.0400390625
2025-04-10,1522.518798828125
2025-04-11,1567.1497802734375
2025-04-12,1643.528564453125
2025-04-13,1596.685791015625
2025-04-14,1622.7698974609375
2025-04-15,1588.6324462890625
2025-04-16,1578.1053466796875
2025-04-17,1582.54833984375
2025-04-18,1588.9246826171875
2025-04-19,1612.9228515625
2025-04-20,1587.5142822265625
2025-04-21,1579.7344970703125
2025-04-22,1757.3316650390625
2025-04-23,1796.104248046875
2025-04-24,1769.8316650390625
2025-04-25,1786.634521484375
2025-04-26,1821.881103515625
