Date,Price
2025-10-15,1.1602274179458618
2025-10-16,1.1646324396133423
2025-10-17,1.1699601411819458
2025-10-20,1.165745735168457
2025-10-21,1.164442539215088
2025-10-22,1.160038948059082
2025-10-23,1.1608469486236572
2025-10-24,1.1618045568466187
2025-10-27,1.1631693840026855
2025-10-28,1.165175199508667
2025-10-29,1.1657865047454834
2025-10-30,1.1603351831436157
2025-10-31,1.157246708869934
2025-11-03,1.1528042554855347
2025-11-04,1.1519144773483276
2025-11-05,1.1485539674758911
2025-11-06,1.1496764421463013
2025-11-07,1.1549211740493774
2025-11-10,1.1543878316879272
2025-11-11,1.1557220220565796
2025-11-12,1.1587486267089844
2025-11-13,1.159218668937683
2025-11-14,1.1631964445114136
2025-11-17,1.1615345478057861
2025-11-18,1.159057378768921
2025-11-19,1.1581177711486816
2025-11-20,1.154068112373352
2025-11-21,1.1534557342529297
2025-11-24,1.1507612466812134
2025-11-25,1.1520073413848877
2025-11-26,1.156483769416809
2025-11-27,1.1602139472961426
2025-11-28,1.1599851846694946
2025-12-01,1.1601465940475464
2025-12-02,1.1607661247253418
2025-12-03,1.1627906560897827
2025-12-04,1.1666841506958008
2025-12-05,1.1642799377441406
2025-12-08,1.164022445678711
2025-12-09,1.1641442775726318
2025-12-10,1.1628313064575195
2025-12-11,1.1701242923736572
2025-12-12,1.1739431619644165
2025-12-15,1.1737639904022217
2025-12-16,1.1754610538482666
2025-12-17,1.1749500036239624
2025-12-18,1.1742326021194458
2025-12-19,1.1725666522979736
2025-12-22,1.1708093881607056
2025-12-23,1.1765950918197632
2025-12-24,1.179551362991333
2025-12-26,1.1785364151000977
2025-12-29,1.1772738695144653
2025-12-30,1.1764705181121826
